date,year,type,country,state,location,activity,sex,age,injury,time,species
10-Feb-1931,1931.0,Invalid,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,39,Death may have been due to drowning,04h00,Shark involvement prior to death unconfirmed
24-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,M,,Recovered,,
14-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,,Injured,,
07-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,M,18,Injured,16h00,1.5 m [5'] shark
1931,1931.0,Unprovoked,TONGA,Niua ,Niuafo'ou Island ,Swimming,M,,Fatal,,
1931,1931.0,Unprovoked,PAPUA NEW GUINEA,,,,M,,No details,,
25-Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,49,"Bumped by shark, legs abraded",14h30,
13-Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,M,,Fatal,,
02-Dec-1930,1930.0,Watercraft,AUSTRALIA,Victoria,Rosebud,Fishing,M,,No injury,,7 shark's teeth found embedded in the woodwork of the boat
Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,Parramata River,,M,,Fatal,,
30-Nov-1930,1930.0,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Fishing,M,,Injured,,
Reported 26-Sep-1930,1930.0,Unprovoked,HONDURAS,Black River,,Swimming,M,,Fatal,,
1930,1930.0,Watercraft,AZORES,,,,M,,No injury,,
31-Aug-1930,1930.0,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Fishing,M,17,Injured,15h30,
16-Aug-1930,1930.0,Unprovoked,SPAIN,Canary Islands,"El Escabonal, Tenerife ",Swimming,M,38,Injured,,
06-Aug-1930,1930.0,Unprovoked,USA,Florida,Palm Beach County,Swimming,M,,Injured,06h00,
19-Jul-1930,1930.0,Unprovoked,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,M,29,Injured,Evening,
11-Jul-1930,1930.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,21,Injured,,Tiger shark
04-Jun-1930,1930.0,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,,M,,Fatal,,
27-May-1930,1930.0,Unprovoked,USA,Texas,High Island,Swimming,M,,Injured,18h00,
Reported 11-May-1930,1930.0,Watercraft,TURKEY,,Yeşilköy,Fishing,M,,No injury,,
11-May-1930,1930.0,Invalid,COSTA RICA,Limón Province,Off Porto Limon,Air disaster,M,,Shark involvement prior to death was not confirmed,,Shark involvement prior to death unconfirmed
08-Apr-1930,1930.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Bashee River,,M,17,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",,Shark involvement prior to death unconfirmed
Reported 07-Mar-1930,1930.0,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Diving,M,,No injury,,
20-Feb-1930,1930.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,19,Injured,,
15-Feb-1930,1930.0,Unprovoked,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Diving,M,18,Fatal,16h30,White shark
Reported 03-Feb-1930,1930.0,Provoked,AUSTRALIA,Western Australia,Onslow,Removing shark from a trap,M,,Injured,,
22-Jan-1930,1930.0,Watercraft,MEXICO,Veracruz,Panuco River Mouth,Fishing,M,,remains of one of the crew found in shark,,
16-Jan-1930,1930.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,23,Injured,17h30,White shark
Jan-1930,1930.0,Sea Disaster,MAURITIUS,,Two miles from shore in Tamarind Bay,Swimming,M,,Five men were said to have been killed by sharks ,,
1930,1930.0,Unprovoked,OKINAWA,,,,M,17,Injured,,
1930,1930.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,,Fatal,,
26-Dec-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving,M,16,Fatal,,Tiger shark
21-Dec-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,,Recovered at Thursday Island Hospital,,
16-Dec-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Surfing,F,17,Injured,,"""a small shark"""
13-Dec-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,,Injured,,
Reported 09-Dec-1929,1929.0,Unprovoked,,,,,M,20,Fatal,,
Reported 03-Dec-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Townsville,,M,50s,Fatal,,
29-Nov-1929,1929.0,Sea Disaster,KIRIBATI,Phoenix Islands,Nikumaroro Island,"Sea Disaster, wreck of the  SS Norwich City",M,,"11 of her crew perished, most, possibly all, deaths were due to drowning",,
21-Nov-1929,1929.0,Unprovoked,CUBA,Cienfuegos Province,Cienfuegos,Fishing,M,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",,
20-Oct-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,Diving,M,,Injured,,
02-Oct-1929,1929.0,Unprovoked,SPAIN,Valencia,Nasareth Beach,Fishing,M,,Injured,,
01-Sep-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fell from wharf into water & attacked immediately,M,42,Fatal,,
05-Aug-1929,1929.0,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,M,,Injured,,
29-Jul-1929,1929.0,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,,Right leg severed below knee,,
Reported 17-Jul-1929,1929.0,Invalid,CAPE VERDE,Santiago Island,Tarrafal,,F,,Body of woman recovered from 15' shark,,Shark involvement prior to death unconfirmed
23-Jun-1929,1929.0,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Injured,,9-foot shark
31-May-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,,Injured,,
Reported 26-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,,Injured,,
Reported 17-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,,Injured,,
11-Apr-1929,1929.0,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19,Injured,13h45,Grey shark
09-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,,M,,Fatal,,
04-Apr-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming,M,,Fatal,,
16-Mar-1929,1929.0,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,26,Injured,12h00,
12-Mar-1929,1929.0,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,M,,Fatal,,
04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Surfing,M,9,Injured,,"""a dog shark"""
04-Mar-1929,1929.0,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Surfing,M,12,Injured,,"""a dog shark"""
18-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Surfing,M,20,Fatal,15h30,
09-Feb-1929,1929.0,Watercraft,AUSTRALIA,Western Australia,Glenelg,Canoeing,M,,No injury,,Blue shark
08-Feb-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,M,39,Fatal,16h00,
27-Jan-1929,1929.0,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,  ,Fatal,17h30,
14-Jan-1929,1929.0,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,,Injured,,
12-Jan-1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Surfing,M,14,Fatal,18h10,12' shark
06-Jan-1929,1929.0,Watercraft,TURKEY,,San Stefano,Fishing,M,,Fatal,,
05-Jan-1929,1929.0,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving,M,,Fatal,,
Reported 1929,1929.0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,,"Later found to be fiction, never happened",,Invalid
Ca. 1929,1929.0,Provoked,AUSTRALIA,South Australia,Ardrossan,Fishing,M,,Injured,,"""a dog shark"""
1929,1929.0,Provoked,USA,Florida,Indian River area,Fishing,M,,Injured,,9' shark
1929,1929.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",,M,,Injured,,
1929,1929.0,Unprovoked,USA,Florida,Brevard County,Diving,M,27,"“Put hand through hatch, shark nearly bit off thumb”",,
21-Dec-1928,1928.0,Unprovoked,AUSTRALIA,,,Diving,M,,Injured,,
18-Nov-1928,1928.0,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,,Injured,,Blue shark
Reported 15-Nov-1928,1928.0,Watercraft,INDIA,,,,M,24,No injury,,
12-Nov-1928,1928.0,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",M,,Fatal,,
04-Nov-1928,1928.0,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,M,17,Fatal,10h00,Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
Sep-1928,1928.0,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,,Injured,,
Reported 24-Aug-1928,1928.0,Invalid,USA,New Jersey,Off shore,,M,,Thumb & coat sleeve recovered from shark's gut,,7' shark
11-Jul-1928,1928.0,Unprovoked,AUSTRALIA,,,Diving,M,,Injured,,
Late Jul-1928,1928.0,Provoked,ITALY,Tuscany,Viareggio,Watercraft,M,,No injury,,White shark
Reported 24-Jun-1928,1928.0,Unprovoked,USA,Florida,Volusia County,Swimming,M,,Injured,,
27-May-1928,1928.0,Invalid,INDIA,,,,M,,No details,13h00,Not confirmed
Reported 14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,,Injured,,Tiger shark
14-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,Treading water,M,19,Tissue of left leg stripped from knee to ankle ,16h00,
09-Apr-1928,1928.0,Unprovoked,JAMAICA,Kingston Parish,"Coal wharf, Port Royal",Diving,M,,Fatal,Evening,
06-Apr-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,M,15,Injured,Morning,4' shark
04-Apr-1928,1928.0,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Standing in waist-deep water,M,28,Fatal,18h00,
Reported 28-Mar-1928,1928.0,Unprovoked,AUSTRALIA,Queensland,,,M,,Injured,,
20-Feb-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Diving,M,,Fatal,,
Feb-1928,1928.0,Unprovoked,COSTA RICA,Near Puntarenas,,Swimming,F,,Injured,,
Feb-1928,1928.0,Unprovoked,COSTA RICA,Near Puntarenas,,Swimming,M,,Injured,,
27-Jan-1928,1928.0,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,Retrieving meat from a cage in the water,M,78,Fatal,,
21-Jan-1928,1928.0,Invalid,USA,Florida,,Swimming,M,,Body not recovered ,Night,Not confirmed
Some time between 08-Jan-1928 & 21-Jan-1928,1928.0,Invalid,USA,Florida,Off Florida coast,Swimming,M,,Fatal,Night,Not confirmed
02-Jan-1928,1928.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",,F,,Injured,,
Jan-1928,1928.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Surfing,M,18,Injured,11h00,1.2 m [4'] shark
1928,1928.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,M,25,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",11h00,
28-Dec-1927,1927.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,M,17,Fatal,11h00,White shark
03-Nov-1927,1927.0,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",The steamer Tahiti collided with the ferry Greycliffe,M,,40 people perished,,
25-Oct-1927,1927.0,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,M,,"Of 1256 on board, 295 perished, some were taken by sharks",12h00,
12-Oct-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Riding horseback across the creek,M,,No injury,,
Oct-1927,1927.0,Unprovoked,FIJI,,a river,"Standing, collecting bananas",M,,Injured,,
03-Jul-1927,1927.0,Watercraft,AUSTRALIA,New South Wales,Bellambi Reef,,M,,No injury,,
29-May-1927,1927.0,Sea Disaster,PHILIPPINES,Luzon Island,Bondoc Peninsula,Sea disaster,M,," 55  perished, some were  taken by sharks",,
Reported 09-May 1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Off Cairns,Walking,M,,Fatal,,
20-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,Injured,,
08-Apr-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Near Thursday Island,Diving,M,,Injured,,
11-Mar-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Surfing,M,17,Injured,15h00,Grey shark
14-Feb-1927,1927.0,Provoked,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Feeling the shark’s teeth,M,,Injured,,
09-Feb-1927,1927.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Attempting to rescue drowning man,M,,No injury,,
Feb-1927,1927.0,Provoked,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,M,70,Injured,,Mako shark
20-Jan-1927,1927.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,Surfing,M,,Injured,11h45,"Raggedtooth shark, 1.5 m [5'] "
Reported 08-Jan-1927,1927.0,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,,Lost hand,,
03-Jan-1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",Swimming,M,15,Fatal,11h30,3.7 m [12'] shark
1927,1927.0,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,M,10,Fatal,,
1927,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,,Injured,,
Reported 02-Dec-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving,M,,Fatal,,
17-Nov-1926,1926.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,Injured,,
Reported 29-Oct-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,Jumped into the water,M,,Fatal,,
23-Oct-1926,1926.0,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Bathing,M,17,Injured,Afternoon,Grey shark
23-Oct-1926,1926.0,Sea Disaster,BERMUDA,,18 miles southwest of Bermuda ,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,M,,Injured,01h30,
Reported 06-Sep-1926,1926.0,Unprovoked,PAPUA NEW GUINEA,,Near Port Moresby,Jumped out of canoe,M,,Fatal,,
24-Aug-1926,1926.0,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,M,18,Fatal,,
23-Jul-1926,1926.0,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,20,Fatal,11h00,White shark
12-Jul-1926,1926.0,Watercraft,USA,New Jersey,20 miles off Seabright,Fishing,M,,No injury,,"""whiptail shark"" (thresher shark?)"
08-Jul-1926,1926.0,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming,M,15,Injured, ,White shark
03-Jul-1926,1926.0,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,,No injury,,"Questionable, 2m shark suspected"
18-May-1926,1926.0,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,M,,Fatal,,White shark
22-Apr-1926,1926.0,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Fell overboard from SS Ripley Castle,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,Night,
07-Apr-1926,1926.0,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,,Injured,17h30,"According to Carlsmith, the shark's mouth was 3' wide"
17-Mar-1926,1926.0,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming,F,,Fatal,15h45,White shark
26-Jan-1926,1926.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hamburg,Swimming,M,,Injured,,Blue shark
Jan-1926,1926.0,Unprovoked,AUSTRALIA,Victoria,,,M,,Injured,,
Summer of 1926,1926.0,Unprovoked,MONACO,Bay of Monaco,,,M,,Fatal,,
1926,1926.0,Provoked,NEW ZEALAND,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,M,,"Struck on head by shark’s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",,
1926,1926.0,Unprovoked,SINGAPORE,,Sea View Beach,Diving,F,,Fatal,,
1926,1926.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming,M,,No details,,
22-Nov-1925,1925.0,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Floating on his back,M,55,Fatal,15h15,Tiger shark
Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,F,,Injured,,
Nov-1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,M,,Injured,,
04-Sep-1925,1925.0,Provoked,SPAIN,Valencia ,Valencia,Fishing,M,,Injured,,
03-Sep-1925,1925.0,Unprovoked,ENGLAND,Isle of Wight,Off Shanklin,Fishing,M,,No injury,08h00,
02-Aug-1925,1925.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,,Injured,,
15-Jun-1925,1925.0,Invalid,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King George’s Sound",,F,,Human arm found in shark,,Shark involvement prior to death unconfirmed
May 1925,1925.0,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",,M,,Injured,,
07-Mar-1925 or 27-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Bathing in waist-deep water,M,16,Injured,17h00,Said to be a “small shark”
12-Mar-1925,1925.0,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,16,Fatal,15h15,
10-Mar-1925,1925.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,A.M.,Fatal,,
Reported 27-Jan-1925,1925.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,,Injured,,
08-Jan-1925,1925.0,Unprovoked,CANADA,Vancouver,Second Narrows in Burrard Inlet,Diving,M,,Injured,,2.1 m [7'] shark
1925,1925.0,Unprovoked,FIJI,Viti Levu Island,"Suva Harbor, Suva",Diving,M,,Injured,,
25-Nov-1924,1924.0,Unprovoked,MEXICO,Tamaulipas,Tampico,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,Fatal,,1.8 m shark
24-Nov-1924,1924.0,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,"Inebriated, woke from sleep and fell off deck into the water ",M,35,Injured,After midnight,
21-Nov-1924,1924.0,Unprovoked,USA,Puerto Rico,Santurce,Bathing,M,35,Fatal,Late afternon,
Reported 31-Oct-1924,1924.0,Provoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,Diving,M,,Abrasions PROVOKED ATTACK,,
18-Oct-1924,1924.0,Unprovoked,AUSTRALIA,Victoria,Port Melbourne,Bathing,M,,Injured,,10' shark
31-Jul-1924,1924.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,M,,Injured,,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols."
14-Jul-1924,1924.0,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,,Arms broken by hooked shark PROVOKED INCIDENT,,12' shark
04-Jul-1924,1924.0,Watercraft,USA,California,"Newport Beach, Orange County",Fishing,M,?    &   14,No injury,,
18-Jun-1924,1924.0,Provoked,USA,Florida,"Bayboro, Pinellas County",Removing shark from a net,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,Evening,
25-Apr-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Kiama,Swimming,M,20,Fatal,Afternoon,
22-Apr-1924,1924.0,Unprovoked,PANAMA,150 miles offshore,,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",,
20-Apr-1924,1924.0,Invalid,AUSTRALIA,Western Australia,Fremantle,Swimming,M,,Abrasions,,Questionable
Reported 28-Mar-1924,1924.0,Unprovoked,SOLOMON ISLANDS,Central Province,Savo Island,Swimming,M,,Injured,,
24-Mar-1924,1924.0,Watercraft,SPAIN,Galica,Sisargas Islands,Fishing,M,,No injury,,3.5 m shark
13-Feb-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,Bronte,Bathing in 5' of water,F,30,Injured,19h00,
08-Feb-1924,1924.0,Invalid,AUSTRALIA,Queensland,Currumbin,Bathing,M,,Probable drowning & scavenging,16h00,Shark involvement prior to death unconfirmed
29-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,22,Fatal,15h15,
25-Jan-1924,1924.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",Swimming,M,,Injured,Afternoon,
09-Jan-1924,1924.0,Unprovoked,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Diving,M,16,Fatal,16h00,3 m [10'] shark
12-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",Swimming,M,,Injured,,
02-Dec-1923,1923.0,Unprovoked,AUSTRALIA,New South Wales,"Urunga, Belliger Heads",Fishing,M,,Fatal,,
23-Nov-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland",Dry shelling,M,,Fatal,,
02-Nov-1923,1923.0,Invalid,AUSTRALIA,New South Wales,Bellinger Head,Fishing,M,,Fatal,,Not confirmed
20-Oct-1923,1923.0,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,,Injured,,Shark involvement prior to death unconfirmed
17-Oct-1923,1923.0,Watercraft,AUSTRALIA,New South Wales," Black Head, south of Taree",Fishing,M,,No injury,,"""a very large shark"""
16-Oct-1923,1923.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,Injured,,
08-Aug-1923,1923.0,Unprovoked,GUYANA,Demerara County,Off the Demerara River ,Fishing,M,,Injured,01h00,
Reported 02-Jul-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,,non-fatal,,
16-Jun-1923,1923.0,Watercraft,AUSTRALIA,New South Wales,Bellambi Reef,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,Fatal,,
06-Jun-1923,1923.0,Watercraft,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,Dismantling cable buoys of the cable ship All America,M,,No injury,,
Reported 23-May-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"Southgates, near Geraldton",Wading,M,,Injured,,
22-May-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,,Fatal,Midday,
18-Mar-1923,1923.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Diving,M,,Injured,,
Feb-1923,1923.0,Unprovoked,USA,Puerto Rico,San Juan,Swimming,M,25,Injured,,
27-Jan-1923,1923.0,Invalid,AUSTRALIA,Western Australia,Bunbury,,M,,Death may have been due to drowning,,Not confirmed
27-Jan-1923,1923.0,Unprovoked,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,M,13,Fatal,,
14-Jan-1923,1923.0,Invalid,CUBA,Caribbean Sea,20 miles from Havana,seaplane Columbus ditched in the sea,M,,Injured,,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman"
1923,1923.0,Watercraft,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,,No injury,,
1923-1924,1923.0,Unprovoked,PHILIPPINES, Manila Bay,Fort Drum,,M,,Fatal,,
1923,1923.0,Provoked,USA,New Jersey,Ocean City (offshore),Fishing,M,,Shark's tail broke his leg. PROVOKED INCIDENT,,
1923,1922.0,Provoked,USA,New Jersey,Ocean City (offshore),Fishing,M,,Shark's tail broke his leg. PROVOKED INCIDENT,,
14-Dec-1922,1922.0,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,,Fatal,,
05-Dec-1922,1922.0,Unprovoked,AUSTRALIA,Queensland,Pialba Beach near Maryborough,Bathing in 3' to 4' of water,M,19,Fatal,09h15,Blue shark
29-Sep-1922,1922.0,Unprovoked,BARBADOS,Lucy,Pie Corner,Fishing,M,16,Fatal,,
29-Oct-1922,1922.0,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,,Fatal,,Shark involvement prior to death unconfirmed
28-Sep-1922,1922.0,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i",Diving,M,,Injured,,
Reported 26-Sep-1922,1922.0,Unprovoked,ENGLAND,East Yorkshire,Hornsea,Swimming,M,,Fatal,,
Reported 21-Sep-1922,1922.0,Watercraft,USA,Massachusetts,Nahant,Fishing,M,,No injury,,"""A pack of 6 sharks"""
19-Jul-1922,1922.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",,M,,Injured,,
17-Jun-1922,1922.0,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,F,18,Fatal,,1.8 m [6'] shark
24-May 1922,1922.0,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Swimming,M,19,Fatal,10h00,6' shark
06-May-1922,1922.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Simon’s Town, False Bay",Swimming,M,18,Injured,A.M.,White shark
26-Apr-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Hawkesbury River,Swimming,M,,Fatal,,
20-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,,Injured,,
13-Mar-1922,1922.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Standing,F,14,Fatal,,2.7 m [9'] shark later captured by Mitchell-Hedges
02-Mar-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Coogee,Bathing in knee-deep water,M,21,Fatal,11h00,White shark
Reported 02-Feb-1922,1922.0,Invalid,AUSTRALIA,New South Wales,"Bilgola Beach, Sydney",Swimming,M,,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",,Shark involvement prior to death unconfirmed
04-Feb-1922,1922.0,Unprovoked,AUSTRALIA,New South Wales,Coogee ,Swimming,M,18,Fatal,15h30,White shark
